!!SBtab TableID='ParamPrep' TableType='Quantity' TableName='Parameters_EqPrep' DocumentName=' Document=' Unit=' SBtabVersion='1.0' Date='2019-5-17'
!QuantityType	!Reaction:SBML:reaction:id	!Enzyme:Identifiers:ec-code	!Compound:SBML:species:id	!Name	!Mean	!Std	!Unit	!Min	!Max	!Organism	!Description
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.57					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.59					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.64					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.65					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.67					Escherichia coli	BRENDA LIT: 738717; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.94					Escherichia coli	BRENDA LIT: 642182; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.48					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.49					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.5					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	1.1					Rhodopseudomonas palustris	BRENDA LIT: 642183; Filo Dist: 1.433
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.07					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 642182; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.07					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.075					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	13.5					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.3					Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.22					Propionibacterium freudenreichii	BRENDA LIT: 642181; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	2.0					Veillonella parvula	BRENDA LIT: 642173; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	6.0					Veillonella parvula	BRENDA LIT: 642175; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	9.0					Veillonella parvula	BRENDA LIT: 642171; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	10.0					Veillonella parvula	BRENDA LIT: 642171; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.6					Lactobacillus sanfranciscensis	BRENDA LIT: 642195; Filo Dist: 1.05
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	0.37					Clostridium acetobutylicum	BRENDA LIT: 642189; Filo Dist: 1.071
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	2.5					Clostridium acetobutylicum	BRENDA LIT: 642187; Filo Dist: 1.071
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	3.7					Spirochaeta sp.	BRENDA LIT: 642179; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_atp_c	ATP	3.8					Spirochaeta sp.	BRENDA LIT: 642179; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.098					Methanosarcina thermophila	BRENDA LIT: 659446; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.098					Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.692					Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	1.28					Methylomicrobium alcaliphilum	BRENDA LIT: 737465; Filo Dist: 2.5
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.47					Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.74					Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.5					Escherichia coli	BRENDA LIT: 642182; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.61					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.62					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.64					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.66					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	1.5					Escherichia coli	BRENDA LIT: 642166; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.47					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.49					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.5					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.087					Rhodopseudomonas palustris	BRENDA LIT: 642183; Filo Dist: 1.433
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.1					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.5					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 642182; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.24					Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	1.53					Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.2					Propionibacterium freudenreichii	BRENDA LIT: 642181; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.3					Veillonella parvula	BRENDA LIT: 642173; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	1.1					Veillonella parvula	BRENDA LIT: 642171; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	1.3					Veillonella parvula	BRENDA LIT: 642171; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	1.3					Veillonella parvula	BRENDA LIT: 642175; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.3					Lactobacillus sanfranciscensis	BRENDA LIT: 642195; Filo Dist: 1.05
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	0.71					Clostridium acetobutylicum	BRENDA LIT: 642189; Filo Dist: 1.071
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	6.0					Clostridium acetobutylicum	BRENDA LIT: 642187; Filo Dist: 1.071
Michaelis constant	R_ACKr	2.7.2.1	M_adp_c	ADP	1.12					Desulfovibrio vulgaris	BRENDA LIT: 642197; Filo Dist: 1.315
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.26					Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.33					Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.34					Methanosarcina thermophila	BRENDA LIT: 659065; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.47					Methanosarcina thermophila	BRENDA LIT: 659446; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.47					Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	1.02					Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	1.08					Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	2.58					Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.11					Methylomicrobium alcaliphilum	BRENDA LIT: 737465; Filo Dist: 2.5
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.54					Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.55					Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.16					Escherichia coli	BRENDA LIT: 642182; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.59					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.67					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.69					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.71					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	5.0					Escherichia coli	BRENDA LIT: 642166; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.5					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.53					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.0026					Rhodopseudomonas palustris	BRENDA LIT: 642183; Filo Dist: 1.433
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.16					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 642182; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.28					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.1					Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.2					Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.44					Propionibacterium freudenreichii	BRENDA LIT: 642181; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	1.2					Veillonella parvula	BRENDA LIT: 642173; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	3.3					Veillonella parvula	BRENDA LIT: 642171; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	5.0					Veillonella parvula	BRENDA LIT: 642171; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	7.0					Veillonella parvula	BRENDA LIT: 642175; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	1.0					Lactobacillus sanfranciscensis	BRENDA LIT: 642195; Filo Dist: 1.05
Michaelis constant	R_ACKr	2.7.2.1	M_actp_c	acetyl phosphate	0.58					Clostridium acetobutylicum	BRENDA LIT: 642189; Filo Dist: 1.071
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	1.5					Methanosarcina thermophila	BRENDA LIT: 659065; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	2.3					Methanosarcina thermophila	BRENDA LIT: 642194; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	2.7					Methanosarcina thermophila	BRENDA LIT: 659446; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	2.7					Methanosarcina thermophila	BRENDA LIT: 690888; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	7.2					Methanosarcina thermophila	BRENDA LIT: 642194; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	14.3					Methanosarcina thermophila	BRENDA LIT: 730304; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	18.0					Methanosarcina thermophila	BRENDA LIT: 642193; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	19.0					Methanosarcina thermophila	BRENDA LIT: 642191; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	19.0					Methanosarcina thermophila	BRENDA LIT: 642194; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	22.0					Methanosarcina thermophila	BRENDA LIT: 642184; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	22.0					Methanosarcina thermophila	BRENDA LIT: 642191; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	22.0					Methanosarcina thermophila	BRENDA LIT: 642193; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	22.0					Methanosarcina thermophila	BRENDA LIT: 659856; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	22.0					Methanosarcina thermophila	BRENDA LIT: 727804; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	24.0					Methanosarcina thermophila	BRENDA LIT: 659446; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	48.0					Methanosarcina thermophila	BRENDA LIT: 642196; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	66.0					Methanosarcina thermophila	BRENDA LIT: 642196; Filo Dist: 4.153
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	5.6					Methylomicrobium alcaliphilum	BRENDA LIT: 737465; Filo Dist: 2.5
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	4.9					Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	20.54					Lactococcus lactis	BRENDA LIT: 738528; Filo Dist: 1.013
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	7.0					Escherichia coli	BRENDA LIT: 642182; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	29.3					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	31.32					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	32.26					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	36.02					Escherichia coli	BRENDA LIT: 739591; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	300.0					Escherichia coli	BRENDA LIT: 642166; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	1.61					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	1.63					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	1.71					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	1.77					Shewanella sp.	BRENDA LIT: 739591; Filo Dist: 1.456
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	40.0					Rhodopseudomonas palustris	BRENDA LIT: 642183; Filo Dist: 1.433
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	1.2					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 721949; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	7.0					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 642182; Filo Dist: 1.512
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	38.5					Acholeplasma laidlawii	BRENDA LIT: 642176; Filo Dist: 2.5
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	80.9					Propionibacterium freudenreichii	BRENDA LIT: 642181; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	30.0					Veillonella parvula	BRENDA LIT: 642173; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	100.0					Veillonella parvula	BRENDA LIT: 642171; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	170.0					Veillonella parvula	BRENDA LIT: 642171; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	800.0					Veillonella parvula	BRENDA LIT: 642175; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	48.0					Lactobacillus sanfranciscensis	BRENDA LIT: 642195; Filo Dist: 1.05
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	73.0					Clostridium acetobutylicum	BRENDA LIT: 642189; Filo Dist: 1.071
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	160.0					Clostridium acetobutylicum	BRENDA LIT: 642187; Filo Dist: 1.071
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	1.0					Methanosarcina mazei	BRENDA LIT: 727558; Filo Dist: 4.158
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	11.7					Spirochaeta sp.	BRENDA LIT: 642179; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	38.5					Spirochaeta sp.	BRENDA LIT: 642179; Filo Dist: nan
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	90.0					Streptococcus pyogenes	BRENDA LIT: 642166; Filo Dist: 1.007
Michaelis constant	R_ACKr	2.7.2.1	M_ac_c	acetate	135.0					Moorella thermoacetica	BRENDA LIT: 642170; Filo Dist: 1.5
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	0.1					Saccharomyces cerevisiae	BRENDA LIT: 678829; Filo Dist: 4.245
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	0.18					Saccharomyces cerevisiae	BRENDA LIT: 678829; Filo Dist: 4.245
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	0.5					Saccharomyces cerevisiae	BRENDA LIT: 703640; Filo Dist: 4.245
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	0.077					Homo sapiens	BRENDA LIT: 702329; Filo Dist: 4.097
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	0.12					Homo sapiens	BRENDA LIT: 685259; Filo Dist: 4.097
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	0.039					Mus musculus	BRENDA LIT: 642256; Filo Dist: 4.092
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	0.19					Mus musculus	BRENDA LIT: 642256; Filo Dist: 4.092
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	0.23					Mus musculus	BRENDA LIT: 642256; Filo Dist: 4.092
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	2.016					Entamoeba histolytica	BRENDA LIT: 703640; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_adp_c	ADP	7.4					Entamoeba histolytica	BRENDA LIT: 703640; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.33					Saccharomyces cerevisiae	BRENDA LIT: 642293; Filo Dist: 4.245
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.42					Saccharomyces cerevisiae	BRENDA LIT: 703640; Filo Dist: 4.245
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.017					Homo sapiens	BRENDA LIT: 702329; Filo Dist: 4.097
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.11					Homo sapiens	BRENDA LIT: 685259; Filo Dist: 4.097
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.11					Homo sapiens	BRENDA LIT: 686757; Filo Dist: 4.097
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.5					Homo sapiens	BRENDA LIT: 661033; Filo Dist: 4.097
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.038					Mus musculus	BRENDA LIT: 642256; Filo Dist: 4.092
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.11					Mus musculus	BRENDA LIT: 642304; Filo Dist: 4.092
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.22					Mus musculus	BRENDA LIT: 642256; Filo Dist: 4.092
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.42					Mus musculus	BRENDA LIT: 642256; Filo Dist: 4.092
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.24					Rattus norvegicus	BRENDA LIT: 642279; Filo Dist: 4.107
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	1.1					Zymomonas mobilis	BRENDA LIT: 3241; Filo Dist: 2.5
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.01					Trypanosoma cruzi	BRENDA LIT: 738182; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.217					Trypanosoma cruzi	BRENDA LIT: 738182; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.236					Trypanosoma cruzi	BRENDA LIT: 738182; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.31					Chlamydomonas reinhardtii	BRENDA LIT: 738628; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.4					Chlamydomonas reinhardtii	BRENDA LIT: 738628; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.11					Corynebacterium glutamicum	BRENDA LIT: 737942; Filo Dist: 1.474
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.21					Trypanosoma brucei	BRENDA LIT: 642290; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.28					Trypanosoma brucei	BRENDA LIT: 642290; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.29					Trypanosoma brucei	BRENDA LIT: 642290; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.33					Trypanosoma brucei	BRENDA LIT: 642290; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.46					Trypanosoma brucei	BRENDA LIT: 642290; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.19					Synechocystis sp.	BRENDA LIT: 723395; Filo Dist: 1.435
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.21					Pseudomonas sp.	BRENDA LIT: 642296; Filo Dist: 1.429
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.24					Pseudomonas sp.	BRENDA LIT: 642296; Filo Dist: 1.429
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.38					Pseudomonas sp.	BRENDA LIT: 642296; Filo Dist: 1.429
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.215					Helianthus annuus	BRENDA LIT: 723369; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.227					Helianthus annuus	BRENDA LIT: 723369; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.243					Helianthus annuus	BRENDA LIT: 723369; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.3					Helianthus annuus	BRENDA LIT: 723369; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.356					Helianthus annuus	BRENDA LIT: 723369; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.357					Helianthus annuus	BRENDA LIT: 723369; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.367					Helianthus annuus	BRENDA LIT: 723369; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.404					Helianthus annuus	BRENDA LIT: 723369; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.406					Helianthus annuus	BRENDA LIT: 723369; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	1.439					Entamoeba histolytica	BRENDA LIT: 703640; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	5.0					Entamoeba histolytica	BRENDA LIT: 703640; Filo Dist: 5.0
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.28					Thermus thermophilus	BRENDA LIT: 642266; Filo Dist: 1.421
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.53					Nitrosospira multiformis ATCC 25196	BRENDA LIT: 662481; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.51					Nitrosospira sp. GS833	BRENDA LIT: 662481; Filo Dist: nan
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	0.63					Plasmodium falciparum	BRENDA LIT: 661242; Filo Dist: 4.172
Michaelis constant	R_PGK	2.7.2.3	M_atp_c	ATP	1.96					Nitrosovibrio sp. RY3C	BRENDA LIT: 662481; Filo Dist: nan
